case_id,category,architecture,dimension,score,passed,label,critique
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,context_relevance,0.8235,True,pass,Matched 14 of 17 question terms in retrieved context.
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,faithfulness,0.8571,True,pass,6 answer sentence(s) were strongly supported; 0 were weakly supported.
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,answer_relevance,0.5471,False,fail,Answer matched 6 of 17 key question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,context_support,1.0,True,pass,Context contained 2 of 2 required claim(s).
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,answerability,1.0,True,pass,Answerability matched available context.
hk_university_commercialization_hku,hong_kong_university_commercialization,deterministic_controller,self_containment,0.5,True,pass,Answer includes 4 of 8 important question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,context_relevance,0.8235,True,pass,Matched 14 of 17 question terms in retrieved context.
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,faithfulness,1.0,True,pass,4 answer sentence(s) were strongly supported; 0 were weakly supported.
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,answer_relevance,0.5059,False,fail,Answer matched 5 of 17 key question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,context_support,1.0,True,pass,Context contained 2 of 2 required claim(s).
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,answerability,1.0,True,pass,Answerability matched available context.
hk_university_commercialization_hku,hong_kong_university_commercialization,coverage_rag,self_containment,0.5,True,pass,Answer includes 4 of 8 important question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,context_relevance,0.7647,True,pass,Matched 13 of 17 question terms in retrieved context.
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,faithfulness,1.0,True,pass,4 answer sentence(s) were strongly supported; 0 were weakly supported.
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,answer_relevance,0.5059,False,fail,Answer matched 5 of 17 key question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,context_support,1.0,True,pass,Context contained 2 of 2 required claim(s).
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,answerability,1.0,True,pass,Answerability matched available context.
hk_university_commercialization_hku,hong_kong_university_commercialization,plan_execute,self_containment,0.5,True,pass,Answer includes 4 of 8 important question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,context_relevance,0.8235,True,pass,Matched 14 of 17 question terms in retrieved context.
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,faithfulness,1.0,True,pass,4 answer sentence(s) were strongly supported; 0 were weakly supported.
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,answer_relevance,0.5059,False,fail,Answer matched 5 of 17 key question terms.
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,context_support,1.0,True,pass,Context contained 2 of 2 required claim(s).
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,answerability,1.0,True,pass,Answerability matched available context.
hk_university_commercialization_hku,hong_kong_university_commercialization,react_loop,self_containment,0.5,True,pass,Answer includes 4 of 8 important question terms.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,context_relevance,0.6364,True,pass,Matched 7 of 11 question terms in retrieved context.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,faithfulness,0.8333,True,pass,5 answer sentence(s) were strongly supported; 0 were weakly supported.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,answer_relevance,0.5545,True,pass,Answer matched 4 of 11 key question terms.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,context_support,1.0,True,pass,Context contained 1 of 1 required claim(s).
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,answerability,1.0,True,pass,Answerability matched available context.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,deterministic_controller,self_containment,0.625,True,pass,Answer includes 5 of 8 important question terms.
hk_university_commercialization_cuhk,hong_kong_university_commercialization,coverage_rag,context_relevance,0.6364,True,pass,Matched 7 of 11 question terms in retrieved context.
